Iteration,AverageDiscountedReturn,AverageReturn,ExplainedVariance,NumTrajs,Entropy,Perplexity,StdReturn,MaxReturn,MinReturn,AveragePolicyStd,LossBefore,LossAfter,MeanKLBefore,MeanKL,dLoss,Time,ItrTime
0,5208.385323816153,5208.385323816153,2.220446049250313e-15,411,5.675753,291.70795,2028.1834968015917,15646.170743064567,752.1959878882075,1.0,-3.7126006713350534e-09,-0.01610693708062172,0.0,0.012987755239009857,0.016106933368021048,3.243056535720825,3.2430572509765625
1,6711.3472623706775,6711.3472623706775,0.5309499628809918,411,5.6793528,292.7599,2551.5354179244214,19616.408046343826,1946.4368729651994,1.000907,-2.9700806258858847e-09,-0.023000668734312057,0.0,0.016750073060393333,0.02300066576423143,5.496349573135376,2.2504024505615234
